时间,指令,实际
0.000136,3,1.56E-06
0.000137,3,1.59E-06
0.000138,3,1.63E-06
0.000139,3,1.67E-06
0.00014,3,1.70E-06
0.000141,3,1.74E-06
0.000142,3,1.78E-06
0.000143,3,1.82E-06
0.000144,3,1.86E-06
0.000145,3,1.90E-06
0.000146,3,1.94E-06
0.000147,3,1.98E-06
0.000148,3,2.02E-06
0.000149,3,2.06E-06
0.00015,3,2.10E-06
0.000151,3,2.15E-06
0.000152,3,2.19E-06
0.000153,3,2.23E-06
0.000154,3,2.28E-06
0.000155,3,2.32E-06
0.000156,3,2.37E-06
0.000157,3,2.42E-06
0.000158,3,2.46E-06
0.000159,3,2.51E-06
0.00016,3,2.56E-06
0.000161,3,2.61E-06
0.000162,3,2.66E-06
0.000163,3,2.71E-06
0.000164,3,2.76E-06
0.000165,3,2.81E-06
0.000166,3,2.87E-06
0.000167,3,2.92E-06
0.000168,3,2.97E-06
0.000169,3,3.03E-06
0.00017,3,3.08E-06
0.000171,3,3.14E-06
0.000172,3,3.19E-06
0.000173,3,3.25E-06
0.000174,3,3.31E-06
0.000175,3,3.37E-06
0.000176,3,3.43E-06
0.000177,3,3.49E-06
0.000178,3,3.55E-06
0.000179,3,3.61E-06
0.00018,3,3.67E-06
0.000181,3,3.73E-06
0.000182,3,3.79E-06
0.000183,3,3.86E-06
0.000184,3,3.92E-06
0.000185,3,3.99E-06
0.000186,3,4.06E-06
0.000187,3,4.12E-06
0.000188,3,4.19E-06
0.000189,3,4.26E-06
0.00019,3,4.33E-06
0.000191,3,4.40E-06
0.000192,3,4.47E-06
0.000193,3,4.54E-06
0.000194,3,4.61E-06
0.000195,3,4.68E-06
0.000196,3,4.76E-06
0.000197,3,4.83E-06
0.000198,3,4.91E-06
0.000199,3,4.98E-06
0.0002,3,5.06E-06
0.000201,3,5.14E-06
0.000202,3,5.22E-06
0.000203,3,5.30E-06
0.000204,3,5.38E-06
0.000205,3,5.46E-06
0.000206,3,5.54E-06
0.000207,3,5.62E-06
0.000208,3,5.70E-06
0.000209,3,5.79E-06
0.00021,3,5.87E-06
0.000211,3,5.96E-06
0.000212,3,6.04E-06
0.000213,3,6.13E-06
0.000214,3,6.22E-06
0.000215,3,6.31E-06
0.000216,3,6.40E-06
0.000217,3,6.49E-06
0.000218,3,6.58E-06
0.000219,3,6.67E-06
0.00022,3,6.76E-06
0.000221,3,6.86E-06
0.000222,3,6.95E-06
0.000223,3,7.05E-06
0.000224,3,7.14E-06
0.000225,3,7.24E-06
0.000226,3,7.34E-06
0.000227,3,7.44E-06
0.000228,3,7.53E-06
0.000229,3,7.64E-06
0.00023,3,7.74E-06
0.000231,3,7.84E-06
0.000232,3,7.94E-06
0.000233,3,8.04E-06
0.000234,3,8.15E-06
0.000235,3,8.26E-06
0.000236,3,8.36E-06
0.000237,3,8.47E-06
0.000238,3,8.58E-06
0.000239,3,8.69E-06
0.00024,3,8.80E-06
0.000241,3,8.91E-06
0.000242,3,9.02E-06
0.000243,3,9.13E-06
0.000244,3,9.25E-06
0.000245,3,9.36E-06
0.000246,3,9.48E-06
0.000247,3,9.59E-06
0.000248,3,9.71E-06
0.000249,3,9.83E-06
0.00025,3,9.95E-06
0.000251,3,1.01E-05
0.000252,3,1.02E-05
0.000253,3,1.03E-05
0.000254,3,1.04E-05
0.000255,3,1.06E-05
0.000256,3,1.07E-05
0.000257,3,1.08E-05
0.000258,3,1.09E-05
0.000259,3,1.11E-05
0.00026,3,1.12E-05
0.000261,3,1.13E-05
0.000262,3,1.15E-05
0.000263,3,1.16E-05
0.000264,3,1.17E-05
0.000265,3,1.19E-05
0.000266,3,1.20E-05
0.000267,3,1.21E-05
0.000268,3,1.23E-05
0.000269,3,1.24E-05
0.00027,3,1.25E-05
0.000271,3,1.27E-05
0.000272,3,1.28E-05
0.000273,3,1.30E-05
0.000274,3,1.31E-05
0.000275,3,1.33E-05
0.000276,3,1.34E-05
0.000277,3,1.35E-05
0.000278,3,1.37E-05
0.000279,3,1.38E-05
0.00028,3,1.40E-05
0.000281,3,1.41E-05
0.000282,3,1.43E-05
0.000283,3,1.44E-05
0.000284,3,1.46E-05
0.000285,3,1.48E-05
0.000286,3,1.49E-05
0.000287,3,1.51E-05
0.000288,3,1.52E-05
0.000289,3,1.54E-05
0.00029,3,1.55E-05
0.000291,3,1.57E-05
0.000292,3,1.59E-05
0.000293,3,1.60E-05
0.000294,3,1.62E-05
0.000295,3,1.64E-05
0.000296,3,1.65E-05
0.000297,3,1.67E-05
0.000298,3,1.69E-05
0.000299,3,1.70E-05
0.0003,3,1.72E-05
0.000301,3,1.74E-05
0.000302,3,1.76E-05
0.000303,3,1.77E-05
0.000304,3,1.79E-05
0.000305,3,1.81E-05
0.000306,3,1.83E-05
0.000307,3,1.85E-05
0.000308,3,1.86E-05
0.000309,3,1.88E-05
0.00031,3,1.90E-05
0.000311,3,1.92E-05
0.000312,3,1.94E-05
0.000313,3,1.96E-05
0.000314,3,1.98E-05
0.000315,3,1.99E-05
0.000316,3,2.01E-05
0.000317,3,2.03E-05
0.000318,3,2.05E-05
0.000319,3,2.07E-05
0.00032,3,2.09E-05
0.000321,3,2.11E-05
0.000322,3,2.13E-05
0.000323,3,2.15E-05
0.000324,3,2.17E-05
0.000325,3,2.19E-05
0.000326,3,2.21E-05
0.000327,3,2.23E-05
0.000328,3,2.25E-05
0.000329,3,2.27E-05
0.00033,3,2.29E-05
0.000331,3,2.31E-05
0.000332,3,2.33E-05
0.000333,3,2.36E-05
0.000334,3,2.38E-05
0.000335,3,2.40E-05
0.000336,3,2.42E-05
0.000337,3,2.44E-05
0.000338,3,2.46E-05
0.000339,3,2.49E-05
0.00034,3,2.51E-05
0.000341,3,2.53E-05
0.000342,3,2.55E-05
0.000343,3,2.57E-05
0.000344,3,2.60E-05
0.000345,3,2.62E-05
0.000346,3,2.64E-05
0.000347,3,2.66E-05
0.000348,3,2.69E-05
0.000349,3,2.71E-05
0.00035,3,2.73E-05
0.000351,3,2.76E-05
0.000352,3,2.78E-05
0.000353,3,2.80E-05
0.000354,3,2.83E-05
0.000355,3,2.85E-05
0.000356,3,2.88E-05
0.000357,3,2.90E-05
0.000358,3,2.93E-05
0.000359,3,2.95E-05
0.00036,3,2.97E-05
0.000361,3,3.00E-05
0.000362,3,3.02E-05
0.000363,3,3.05E-05
0.000364,3,3.07E-05
0.000365,3,3.10E-05
0.000366,3,3.13E-05
0.000367,3,3.15E-05
0.000368,3,3.18E-05
0.000369,3,3.20E-05
0.00037,3,3.23E-05
0.000371,3,3.25E-05
0.000372,3,3.28E-05
0.000373,3,3.31E-05
0.000374,3,3.33E-05
0.000375,3,3.36E-05
0.000376,3,3.39E-05
0.000377,3,3.41E-05
0.000378,3,3.44E-05
0.000379,3,3.47E-05
0.00038,3,3.50E-05
0.000381,3,3.52E-05
0.000382,3,3.55E-05
0.000383,3,3.58E-05
0.000384,3,3.61E-05
0.000385,3,3.64E-05
0.000386,3,3.66E-05
0.000387,3,3.69E-05
0.000388,3,3.72E-05
0.000389,3,3.75E-05
0.00039,3,3.78E-05
0.000391,3,3.81E-05
0.000392,3,3.84E-05
0.000393,3,3.87E-05
0.000394,3,3.90E-05
0.000395,3,3.93E-05
0.000396,3,3.96E-05
0.000397,3,3.99E-05
0.000398,3,4.02E-05
0.000399,3,4.05E-05
0.0004,3,4.08E-05
0.000401,3,4.11E-05
0.000402,3,4.14E-05
0.000403,3,4.17E-05
0.000404,3,4.20E-05
0.000405,3,4.23E-05
0.000406,3,4.26E-05
0.000407,3,4.29E-05
0.000408,3,4.32E-05
0.000409,3,4.36E-05
0.00041,3,4.39E-05
0.000411,3,4.42E-05
0.000412,3,4.45E-05
0.000413,3,4.48E-05
0.000414,3,4.52E-05
0.000415,3,4.55E-05
0.000416,3,4.58E-05
0.000417,3,4.62E-05
0.000418,3,4.65E-05
0.000419,3,4.68E-05
0.00042,3,4.72E-05
0.000421,3,4.75E-05
0.000422,3,4.78E-05
0.000423,3,4.82E-05
0.000424,3,4.85E-05
0.000425,3,4.88E-05
0.000426,3,4.92E-05
0.000427,3,4.95E-05
0.000428,3,4.99E-05
0.000429,3,5.02E-05
0.00043,3,5.06E-05
0.000431,3,5.09E-05
0.000432,3,5.13E-05
0.000433,3,5.16E-05
0.000434,3,5.20E-05
0.000435,3,5.24E-05
0.000436,3,5.27E-05
0.000437,3,5.31E-05
0.000438,3,5.34E-05
0.000439,3,5.38E-05
0.00044,3,5.42E-05
0.000441,3,5.45E-05
0.000442,3,5.49E-05
0.000443,3,5.53E-05
0.000444,3,5.56E-05
0.000445,3,5.60E-05
0.000446,3,5.64E-05
0.000447,3,5.68E-05
0.000448,3,5.72E-05
0.000449,3,5.75E-05
0.00045,3,5.79E-05
0.000451,3,5.83E-05
0.000452,3,5.87E-05
0.000453,3,5.91E-05
0.000454,3,5.95E-05
0.000455,3,5.99E-05
0.000456,3,6.02E-05
0.000457,3,6.06E-05
0.000458,3,6.10E-05
0.000459,3,6.14E-05
0.00046,3,6.18E-05
0.000461,3,6.22E-05
0.000462,3,6.26E-05
0.000463,3,6.30E-05
0.000464,3,6.34E-05
0.000465,3,6.39E-05
0.000466,3,6.43E-05
0.000467,3,6.47E-05
0.000468,3,6.51E-05
0.000469,3,6.55E-05
0.00047,3,6.59E-05
0.000471,3,6.63E-05
0.000472,3,6.68E-05
0.000473,3,6.72E-05
0.000474,3,6.76E-05
0.000475,3,6.80E-05
0.000476,3,6.85E-05
0.000477,3,6.89E-05
0.000478,3,6.93E-05
0.000479,3,6.97E-05
0.00048,3,7.02E-05
0.000481,3,7.06E-05
0.000482,3,7.11E-05
0.000483,3,7.15E-05
0.000484,3,7.19E-05
0.000485,3,7.24E-05
0.000486,3,7.28E-05
0.000487,3,7.33E-05
0.000488,3,7.37E-05
0.000489,3,7.42E-05
0.00049,3,7.46E-05
0.000491,3,7.51E-05
0.000492,3,7.55E-05
0.000493,3,7.60E-05
0.000494,3,7.65E-05
0.000495,3,7.69E-05
0.000496,3,7.74E-05
0.000497,3,7.78E-05
0.000498,3,7.83E-05
0.000499,3,7.88E-05
0.0005,3,7.92E-05
0.000501,3,7.97E-05
0.000502,3,8.02E-05
0.000503,3,8.07E-05
0.000504,3,8.12E-05
0.000505,3,8.16E-05
0.000506,3,8.21E-05
0.000507,3,8.26E-05
0.000508,3,8.31E-05
0.000509,3,8.36E-05
0.00051,3,8.41E-05
0.000511,3,8.45E-05
0.000512,3,8.50E-05
0.000513,3,8.55E-05
0.000514,3,8.60E-05
0.000515,3,8.65E-05
0.000516,3,8.70E-05
0.000517,3,8.75E-05
0.000518,3,8.80E-05
0.000519,3,8.85E-05
0.00052,3,8.91E-05
0.000521,3,8.96E-05
0.000522,3,9.01E-05
0.000523,3,9.06E-05
0.000524,3,9.11E-05
0.000525,3,9.16E-05
0.000526,3,9.21E-05
0.000527,3,9.27E-05
0.000528,3,9.32E-05
0.000529,3,9.37E-05
0.00053,3,9.42E-05
0.000531,3,9.48E-05
0.000532,3,9.53E-05
0.000533,3,9.58E-05
0.000534,3,9.64E-05
0.000535,3,9.69E-05
0.000536,3,9.74E-05
0.000537,3,9.80E-05
0.000538,3,9.85E-05
0.000539,3,9.91E-05
0.00054,3,9.96E-05
0.000541,3,0.00010016
0.000542,3,0.00010071
0.000543,3,0.000101263
0.000544,3,0.000101817
0.000545,3,0.000102373
0.000546,3,0.000102931
0.000547,3,0.000103492
0.000548,3,0.000104054
0.000549,3,0.000104618
0.00055,3,0.000105185
0.000551,3,0.000105753
0.000552,3,0.000106323
0.000553,3,0.000106895
0.000554,3,0.00010747
0.000555,3,0.000108046
0.000556,3,0.000108624
0.000557,3,0.000109205
0.000558,3,0.000109787
0.000559,3,0.000110372
0.00056,3,0.000110958
0.000561,3,0.000111547
0.000562,3,0.000112138
0.000563,3,0.00011273
0.000564,3,0.000113325
0.000565,3,0.000113922
0.000566,3,0.000114521
0.000567,3,0.000115122
0.000568,3,0.000115725
0.000569,3,0.00011633
0.00057,3,0.000116937
0.000571,3,0.000117546
0.000572,3,0.000118158
0.000573,3,0.000118771
0.000574,3,0.000119387
0.000575,3,0.000120004
0.000576,3,0.000120624
0.000577,3,0.000121246
0.000578,3,0.00012187
0.000579,3,0.000122496
0.00058,3,0.000123124
0.000581,3,0.000123755
0.000582,3,0.000124387
0.000583,3,0.000125022
0.000584,3,0.000125659
0.000585,3,0.000126297
0.000586,3,0.000126939
0.000587,3,0.000127582
0.000588,3,0.000128227
0.000589,3,0.000128875
0.00059,3,0.000129524
0.000591,3,0.000130176
0.000592,3,0.00013083
0.000593,3,0.000131486
0.000594,3,0.000132145
0.000595,3,0.000132805
0.000596,3,0.000133468
0.000597,3,0.000134133
0.000598,3,0.0001348
0.000599,3,0.000135469
0.0006,3,0.000136141
0.000601,3,0.000136814
0.000602,3,0.00013749
0.000603,3,0.000138168
0.000604,3,0.000138848
0.000605,3,0.000139531
0.000606,3,0.000140215
0.000607,3,0.000140902
0.000608,3,0.000141591
0.000609,3,0.000142282
0.00061,3,0.000142975
0.000611,3,0.00014367
0.000612,3,0.000144368
0.000613,3,0.000145068
0.000614,3,0.00014577
0.000615,3,0.000146474
0.000616,3,0.00014718
0.000617,3,0.000147889
0.000618,3,0.0001486
0.000619,3,0.000149313
0.00062,3,0.000150028
0.000621,3,0.000150745
0.000622,3,0.000151465
0.000623,3,0.000152187
0.000624,3,0.000152911
0.000625,3,0.000153638
0.000626,3,0.000154366
0.000627,3,0.000155097
0.000628,3,0.00015583
0.000629,3,0.000156565
0.00063,3,0.000157303
0.000631,3,0.000158043
0.000632,3,0.000158785
0.000633,3,0.00015953
0.000634,3,0.000160276
0.000635,3,0.000161025
0.000636,3,0.000161776
0.000637,3,0.00016253
0.000638,3,0.000163286
0.000639,3,0.000164044
0.00064,3,0.000164804
0.000641,3,0.000165567
0.000642,3,0.000166332
0.000643,3,0.000167099
0.000644,3,0.000167869
0.000645,3,0.000168641
0.000646,3,0.000169415
0.000647,3,0.000170192
0.000648,3,0.00017097
0.000649,3,0.000171752
0.00065,3,0.000172535
0.000651,3,0.000173321
0.000652,3,0.000174109
0.000653,3,0.0001749
0.000654,3,0.000175693
0.000655,3,0.000176488
0.000656,3,0.000177286
0.000657,3,0.000178086
0.000658,3,0.000178888
0.000659,3,0.000179693
0.00066,3,0.0001805
0.000661,3,0.000181309
0.000662,3,0.000182121
0.000663,3,0.000182935
0.000664,3,0.000183752
0.000665,3,0.000184571
0.000666,3,0.000185392
0.000667,3,0.000186216
0.000668,3,0.000187042
0.000669,3,0.000187871
0.00067,3,0.000188702
0.000671,3,0.000189535
0.000672,3,0.000190371
0.000673,3,0.00019121
0.000674,3,0.00019205
0.000675,3,0.000192893
0.000676,3,0.000193739
0.000677,3,0.000194587
0.000678,3,0.000195437
0.000679,3,0.00019629
0.00068,3,0.000197146
0.000681,3,0.000198003
0.000682,3,0.000198864
0.000683,3,0.000199726
0.000684,3,0.000200591
0.000685,3,0.000201459
0.000686,3,0.000202329
0.000687,3,0.000203202
0.000688,3,0.000204077
0.000689,3,0.000204954
0.00069,3,0.000205834
0.000691,3,0.000206717
0.000692,3,0.000207602
0.000693,3,0.000208489
0.000694,3,0.000209379
0.000695,3,0.000210272
0.000696,3,0.000211167
0.000697,3,0.000212064
0.000698,3,0.000212964
0.000699,3,0.000213867
0.0007,3,0.000214772
0.000701,3,0.000215679
0.000702,3,0.000216589
0.000703,3,0.000217502
0.000704,3,0.000218417
0.000705,3,0.000219334
0.000706,3,0.000220254
0.000707,3,0.000221177
0.000708,3,0.000222102
0.000709,3,0.000223029
0.00071,3,0.000223959
0.000711,3,0.000224892
0.000712,3,0.000225827
0.000713,3,0.000226764
0.000714,3,0.000227704
0.000715,3,0.000228647
0.000716,3,0.000229592
0.000717,3,0.00023054
0.000718,3,0.00023149
0.000719,3,0.000232442
0.00072,3,0.000233398
0.000721,3,0.000234355
0.000722,3,0.000235316
0.000723,3,0.000236279
0.000724,3,0.000237244
0.000725,3,0.000238212
0.000726,3,0.000239183
0.000727,3,0.000240156
0.000728,3,0.000241131
0.000729,3,0.00024211
0.00073,3,0.00024309
0.000731,3,0.000244074
0.000732,3,0.00024506
0.000733,3,0.000246048
0.000734,3,0.000247039
0.000735,3,0.000248033
0.000736,3,0.00024903
0.000737,3,0.000250028
0.000738,3,0.00025103
0.000739,3,0.000252034
0.00074,3,0.000253041
0.000741,3,0.00025405
0.000742,3,0.000255062
0.000743,3,0.000256077
0.000744,3,0.000257094
0.000745,3,0.000258114
0.000746,3,0.000259137
0.000747,3,0.000260162
0.000748,3,0.00026119
0.000749,3,0.00026222
0.00075,3,0.000263253
0.000751,3,0.000264289
0.000752,3,0.000265328
0.000753,3,0.000266369
0.000754,3,0.000267412
0.000755,3,0.000268459
0.000756,3,0.000269508
0.000757,3,0.00027056
0.000758,3,0.000271614
0.000759,3,0.000272671
0.00076,3,0.000273731
0.000761,3,0.000274794
0.000762,3,0.000275859
0.000763,3,0.000276927
0.000764,3,0.000277997
0.000765,3,0.000279071
0.000766,3,0.000280147
0.000767,3,0.000281225
0.000768,3,0.000282307
0.000769,3,0.000283391
0.00077,3,0.000284478
0.000771,3,0.000285568
0.000772,3,0.00028666
0.000773,3,0.000287755
0.000774,3,0.000288853
0.000775,3,0.000289954
0.000776,3,0.000291057
0.000777,3,0.000292163
0.000778,3,0.000293272
0.000779,3,0.000294383
0.00078,3,0.000295498
0.000781,3,0.000296615
0.000782,3,0.000297735
0.000783,3,0.000298857
0.000784,3,0.000299983
0.000785,3,0.000301111
0.000786,3,0.000302242
0.000787,3,0.000303376
0.000788,3,0.000304512
0.000789,3,0.000305652
0.00079,3,0.000306794
0.000791,3,0.000307939
0.000792,3,0.000309087
0.000793,3,0.000310237
0.000794,3,0.000311391
0.000795,3,0.000312547
0.000796,3,0.000313706
0.000797,3,0.000314868
0.000798,3,0.000316033
0.000799,3,0.0003172
0.0008,3,0.00031837
0.000801,3,0.000319544
0.000802,3,0.000320719
0.000803,3,0.000321898
0.000804,3,0.00032308
0.000805,3,0.000324264
0.000806,3,0.000325451
0.000807,3,0.000326641
0.000808,3,0.000327834
0.000809,3,0.00032903
0.00081,3,0.000330228
0.000811,3,0.00033143
0.000812,3,0.000332634
0.000813,3,0.00033384
0.000814,3,0.00033505
0.000815,3,0.000336263
0.000816,3,0.000337478
0.000817,3,0.000338696
0.000818,3,0.000339917
0.000819,3,0.000341141
0.00082,3,0.000342368
0.000821,3,0.000343598
0.000822,3,0.00034483
0.000823,3,0.000346065
0.000824,3,0.000347304
0.000825,3,0.000348545
0.000826,3,0.000349789
0.000827,3,0.000351035
0.000828,3,0.000352285
0.000829,3,0.000353538
0.00083,3,0.000354793
0.000831,3,0.000356051
0.000832,3,0.000357313
0.000833,3,0.000358577
0.000834,3,0.000359844
0.000835,3,0.000361114
0.000836,3,0.000362387
0.000837,3,0.000363662
0.000838,3,0.000364941
0.000839,3,0.000366223
0.00084,3,0.000367507
0.000841,3,0.000368794
0.000842,3,0.000370085
0.000843,3,0.000371378
0.000844,3,0.000372674
0.000845,3,0.000373973
0.000846,3,0.000375275
0.000847,3,0.000376581
0.000848,3,0.000377889
0.000849,3,0.000379199
0.00085,3,0.000380513
0.000851,3,0.00038183
0.000852,3,0.00038315
0.000853,3,0.000384473
0.000854,3,0.000385799
0.000855,3,0.000387127
0.000856,3,0.000388459
0.000857,3,0.000389794
0.000858,3,0.000391132
0.000859,3,0.000392472
0.00086,3,0.000393816
0.000861,3,0.000395163
0.000862,3,0.000396512
0.000863,3,0.000397865
0.000864,3,0.000399221
0.000865,3,0.000400579
0.000866,3,0.000401941
0.000867,3,0.000403306
0.000868,3,0.000404674
0.000869,3,0.000406044
0.00087,3,0.000407418
0.000871,3,0.000408795
0.000872,3,0.000410175
0.000873,3,0.000411558
0.000874,3,0.000412944
0.000875,3,0.000414333
0.000876,3,0.000415725
0.000877,3,0.00041712
0.000878,3,0.000418518
0.000879,3,0.000419919
0.00088,3,0.000421324
0.000881,3,0.000422731
0.000882,3,0.000424141
0.000883,3,0.000425555
0.000884,3,0.000426972
0.000885,3,0.000428391
0.000886,3,0.000429814
0.000887,3,0.00043124
0.000888,3,0.000432669
0.000889,3,0.000434101
0.00089,3,0.000435536
0.000891,3,0.000436974
0.000892,3,0.000438416
0.000893,3,0.00043986
0.000894,3,0.000441308
0.000895,3,0.000442759
0.000896,3,0.000444212
0.000897,3,0.000445669
0.000898,3,0.000447129
0.000899,3,0.000448593
0.0009,3,0.000450059
0.000901,3,0.000451528
0.000902,3,0.000453001
0.000903,3,0.000454477
0.000904,3,0.000455955
0.000905,3,0.000457437
0.000906,3,0.000458922
0.000907,3,0.000460411
0.000908,3,0.000461902
0.000909,3,0.000463396
0.00091,3,0.000464894
0.000911,3,0.000466394
0.000912,3,0.000467898
0.000913,3,0.000469405
0.000914,3,0.000470915
0.000915,3,0.000472428
0.000916,3,0.000473944
0.000917,3,0.000475463
0.000918,3,0.000476986
0.000919,3,0.000478511
0.00092,3,0.00048004
0.000921,3,0.000481572
0.000922,3,0.000483107
0.000923,3,0.000484645
0.000924,3,0.000486187
0.000925,3,0.000487731
0.000926,3,0.000489279
0.000927,3,0.00049083
0.000928,3,0.000492384
0.000929,3,0.000493941
0.00093,3,0.000495502
0.000931,3,0.000497066
0.000932,3,0.000498632
0.000933,3,0.000500202
0.000934,3,0.000501776
0.000935,3,0.000503352
0.000936,3,0.000504932
0.000937,3,0.000506515
0.000938,3,0.000508101
0.000939,3,0.00050969
0.00094,3,0.000511282
0.000941,3,0.000512878
0.000942,3,0.000514477
0.000943,3,0.000516079
0.000944,3,0.000517685
0.000945,3,0.000519293
0.000946,3,0.000520905
0.000947,3,0.00052252
0.000948,3,0.000524139
0.000949,3,0.00052576
0.00095,3,0.000527385
0.000951,3,0.000529013
0.000952,3,0.000530645
0.000953,3,0.000532279
0.000954,3,0.000533917
0.000955,3,0.000535558
0.000956,3,0.000537203
0.000957,3,0.000538851
0.000958,3,0.000540502
0.000959,3,0.000542156
0.00096,3,0.000543814
0.000961,3,0.000545475
0.000962,3,0.000547139
0.000963,3,0.000548806
0.000964,3,0.000550477
0.000965,3,0.000552151
0.000966,3,0.000553829
0.000967,3,0.000555509
0.000968,3,0.000557194
0.000969,3,0.000558881
0.00097,3,0.000560572
0.000971,3,0.000562266
0.000972,3,0.000563963
0.000973,3,0.000565664
0.000974,3,0.000567368
0.000975,3,0.000569075
0.000976,3,0.000570786
0.000977,3,0.0005725
0.000978,3,0.000574217
0.000979,3,0.000575938
0.00098,3,0.000577662
0.000981,3,0.00057939
0.000982,3,0.000581121
0.000983,3,0.000582855
0.000984,3,0.000584593
0.000985,3,0.000586334
0.000986,3,0.000588078
0.000987,3,0.000589826
0.000988,3,0.000591577
0.000989,3,0.000593331
0.00099,3,0.000595089
0.000991,3,0.000596851
0.000992,3,0.000598615
0.000993,3,0.000600384
0.000994,3,0.000602155
0.000995,3,0.00060393
0.000996,3,0.000605708
0.000997,3,0.00060749
0.000998,3,0.000609275
0.000999,3,0.000611064
0.001,3,0.000612856
0.001001,3,0.000614651
0.001002,3,0.00061645
0.001003,3,0.000618253
0.001004,3,0.000620058
0.001005,3,0.000621867
0.001006,3,0.00062368
0.001007,3,0.000625496
0.001008,3,0.000627315
0.001009,3,0.000629137
0.00101,3,0.000630964
0.001011,3,0.000632793
0.001012,3,0.000634626
0.001013,3,0.000636462
0.001014,3,0.000638302
0.001015,3,0.000640145
0.001016,3,0.000641992
0.001017,3,0.000643842
0.001018,3,0.000645695
0.001019,3,0.000647552
0.00102,3,0.000649412
0.001021,3,0.000651276
